date,player,market,line,pick,projection,actual,margin,result,flags,p_model,p_market,decimal_odds,stake_pct,realized_profit
2026-05-08,Stephon Castle,REB,5.5,UNDER,4.532,4.0,1.5,HIT,,0.715,,,,
2026-05-08,Quentin Grimes,REB+AST,4.5,OVER,5.732,4.0,-0.5,MISS,,0.705,0.5134,1.8264,,
2026-05-08,Josh Hart,PTS,12.5,UNDER,9.42,12.0,0.5,HIT,★STRONG,0.699,,,,
2026-05-08,Kelly Oubre Jr,REB+AST,6.5,OVER,7.38,9.0,2.5,HIT,★STRONG,0.696,,,,
2026-05-08,Keldon Johnson,REB+AST,4.5,OVER,6.172000000000001,3.0,-1.5,MISS,⚠BENCH 2-BOOK ★STRONG,0.694,0.5507,1.7143,,
2026-05-08,Julian Champagnie,PTS+AST,9.5,OVER,12.052000000000001,9.0,-0.5,MISS,★STRONG,0.67,,,,
2026-05-08,Naz Reid,REB,6.5,OVER,7.292000000000001,9.0,2.5,HIT,★STRONG,0.669,0.4353,2.12,,
2026-05-08,Rudy Gobert,REB+AST,12.5,OVER,13.995999999999999,9.0,-3.5,MISS,★STRONG,0.649,,,,
2026-05-08,Miles McBride,REB,2.5,UNDER,1.356,0.0,2.5,HIT,⚠SUSP-46% ⚠BENCH ⚠MINS-VOL ★STRONG,0.64,0.569,1.7576,,
2026-05-08,Dylan Harper,REB+AST,6.5,OVER,7.82,5.0,-1.5,MISS,,0.636,,,,
2026-05-08,Karl-Anthony Towns,AST,4.5,OVER,6.876,7.0,2.5,HIT,⚠SUSP-53%,0.623,,,,
2026-05-08,Terrence Shannon Jr.,PRA,15.0,OVER,20.368000000000002,9.0,-6.0,MISS,⚠MINS-VOL 2-BOOK,0.61,0.445,2.09,,
2026-05-08,Dylan Harper,REB,3.5,OVER,4.556,4.0,0.5,HIT,,0.595,,,,
2026-05-08,Paul George,3PM,2.5,OVER,3.6439999999999997,3.0,0.5,HIT,⚠SUSP-46% ★STRONG,0.588,,,,
2026-05-08,Joel Embiid,AST,4.5,OVER,5.028,5.0,0.5,HIT,★STRONG,0.578,,,,
2026-05-08,Tyrese Maxey,REB,3.5,OVER,4.38,2.0,-1.5,MISS,,0.548,0.5874,1.6061,,
2026-05-08,Quentin Grimes,AST,1.5,OVER,2.5560000000000005,2.0,0.5,HIT,⚠SUSP-70% LOW-LINE,0.5,,,,
2026-05-08,Luke Kornet,REB,3.5,OVER,5.436,1.0,-2.5,MISS,⚠SUSP-55% ⚠BENCH ⚠MINS-VOL ★STRONG,0.5,0.4613,2.0,,
2026-05-08,Devin Vassell,REB,3.5,OVER,5.348,6.0,2.5,HIT,⚠SUSP-53% ★STRONG,0.5,,,,
2026-05-08,Terrence Shannon Jr.,PTS,10.5,OVER,15.428,5.0,-5.5,MISS,⚠SUSP-47% ⚠MINS-VOL,0.5,,,,
2026-05-08,Ayo Dosunmu,PTS,9.5,OVER,13.548,11.0,1.5,HIT,⚠SUSP-43% ⚠MINS-VOL ★STRONG,0.5,0.5067,1.8511,,
2026-05-08,Rudy Gobert,AST,1.5,OVER,2.644,2.0,0.5,HIT,⚠SUSP-76% LOW-LINE ★STRONG,0.5,,,,
2026-05-08,Mike Conley,REB,1.5,OVER,1.94,2.0,0.5,HIT,⚠BENCH LOW-LINE ⚠MINS-VOL,0.5,0.5922,1.6061,,
2026-05-08,Harrison Barnes,PRA,4.5,OVER,5.996,1.0,-3.5,MISS,⚠BENCH 1-BOOK ★STRONG,0.5,,,,
2026-05-09,Donovan Mitchell,REB,3.5,OVER,4.732,10.0,6.5,HIT,★STRONG,0.822,,,,
2026-05-09,Max Strus,REB,3.5,OVER,4.82,5.0,1.5,HIT,,0.786,,,,
2026-05-09,Tobias Harris,REB,6.5,OVER,7.732,5.0,-1.5,MISS,★STRONG,0.779,0.3173,2.8,,
2026-05-09,Marcus Smart,REB+AST,7.5,OVER,9.172,6.0,-1.5,MISS,,0.764,0.4643,2.0,,
2026-05-09,Duncan Robinson,3PM,2.5,OVER,3.38,4.0,1.5,HIT,★STRONG,0.758,,,,
2026-05-09,Dean Wade,REB,3.5,OVER,4.204,1.0,-2.5,MISS,,0.752,,,,
2026-05-09,Alex Caruso,REB,2.5,OVER,3.38,2.0,-0.5,MISS,DvP-0.85,0.749,,,,
2026-05-09,Ajay Mitchell,AST,3.5,OVER,4.468,10.0,6.5,HIT,,0.739,,,,
2026-05-09,Cason Wallace,REB+AST,4.5,OVER,5.732,2.0,-2.5,MISS,,0.728,0.528,1.7812,,
2026-05-09,Ausar Thompson,REB,6.5,OVER,7.9959999999999996,7.0,0.5,HIT,★STRONG,0.704,,,,
2026-05-09,Deandre Ayton,REB+AST,9.5,OVER,11.436,6.0,-3.5,MISS,★STRONG,0.701,,,,
2026-05-09,Chet Holmgren,REB,8.5,OVER,9.556,9.0,0.5,HIT,,0.673,,,,
2026-05-09,Shai Gilgeous-Alexander,REB,3.5,UNDER,2.972,4.0,-0.5,MISS,DvP-0.85,0.67,0.3545,,,
2026-05-09,Rui Hachimura,3PM,2.5,OVER,3.028,5.0,2.5,HIT,,0.667,0.3602,2.48,,
2026-05-09,Luke Kennard,REB,2.5,OVER,3.292,2.0,-0.5,MISS,★STRONG,0.641,,,,
2026-05-09,Daniss Jenkins,AST,3.5,OVER,3.94,3.0,-0.5,MISS,⚠MINS-VOL,0.638,,,,
2026-05-09,Cade Cunningham,AST,8.5,OVER,9.379999999999999,10.0,1.5,HIT,,0.628,0.5404,1.7519,,
2026-05-09,Jaylon Tyson,PTS,7.5,UNDER,5.74,3.0,4.5,HIT,⚠BENCH,0.619,,,,
2026-05-09,Cason Wallace,AST,1.5,OVER,2.5560000000000005,1.0,-0.5,MISS,⚠SUSP-70% LOW-LINE ★STRONG,0.586,,,,
2026-05-09,Dean Wade,AST,0.5,OVER,0.6759999999999999,0.0,-0.5,MISS,LOW-LINE 2-BOOK,0.581,0.6485,1.4785,,
2026-05-09,Duncan Robinson,AST,1.5,OVER,2.4680000000000004,4.0,2.5,HIT,⚠SUSP-64% LOW-LINE ★STRONG,0.578,,,,
2026-05-09,Luguentz Dort,PTS+REB,9.5,UNDER,7.9159999999999995,13.0,-3.5,MISS,,0.571,,,,
2026-05-09,Marcus Smart,AST,3.5,OVER,5.348,3.0,-0.5,MISS,⚠SUSP-53% ★STRONG,0.547,,,,
2026-05-09,Jared McCain,PRA,8.5,OVER,11.491999999999999,4.0,-4.5,MISS,⚠BENCH 2-BOOK,0.535,,,,
2026-05-09,Daniss Jenkins,REB,2.5,OVER,3.116,1.0,-1.5,MISS,⚠MINS-VOL,0.532,,,,
2026-05-09,Jalen Duren,AST,1.5,OVER,2.3800000000000003,1.0,-0.5,MISS,⚠SUSP-59% LOW-LINE,0.529,,,,
2026-05-09,Luguentz Dort,AST,1.5,OVER,1.764,0.0,-1.5,MISS,LOW-LINE,0.507,,,,
2026-05-09,Caris LeVert,PRA,5.5,OVER,10.604000000000001,8.0,2.5,HIT,⚠SUSP-93% ⚠BENCH ⚠MINS-VOL 1-BOOK,0.5,,,,
2026-05-09,Jaylon Tyson,AST,1.5,OVER,1.8519999999999999,2.0,0.5,HIT,⚠BENCH LOW-LINE 1-BOOK,0.5,,,,
2026-05-09,Isaiah Joe,PTS,3.5,OVER,7.9879999999999995,12.0,8.5,HIT,⚠SUSP-128% ⚠BENCH ⚠MINS-VOL 1-BOOK,0.5,0.5,1.8772,,
2026-05-09,Deandre Ayton,AST,0.5,OVER,0.8520000000000001,0.0,-0.5,MISS,⚠SUSP-70% LOW-LINE,0.5,0.5445,1.7353,,
2026-05-09,Jake LaRavia,PTS+REB,6.0,UNDER,4.5920000000000005,,,MISS,⚠BENCH 2-BOOK,0.5,0.5455,1.7299,,
2026-05-10,Devin Vassell,AST,2.5,OVER,3.116,3.0,0.5,HIT,,0.83,0.4809,1.939,,
2026-05-10,Anthony Edwards,AST,4.5,UNDER,3.004,2.0,2.5,HIT,⚠MINS-VOL,0.826,,,,
2026-05-10,Victor Wembanyama,AST,3.5,UNDER,2.7960000000000003,1.0,2.5,HIT,⚠MINS-VOL ★STRONG,0.731,0.5697,1.6667,,
2026-05-10,Stephon Castle,AST,6.5,OVER,7.908,4.0,-2.5,MISS,DvP+1.12,0.719,,,,
2026-05-10,Jaden McDaniels,AST,2.5,OVER,2.94,0.0,-2.5,MISS,,0.717,,,,
2026-05-10,Dylan Harper,AST,3.5,UNDER,2.972,1.0,2.5,HIT,DvP+1.12 ★STRONG,0.714,0.5833,1.625,,
2026-05-10,Naz Reid,REB,6.5,OVER,7.556,9.0,2.5,HIT,★STRONG,0.71,,,,
2026-05-10,De'Aaron Fox,AST,5.5,OVER,6.204,3.0,-2.5,MISS,DvP+1.12,0.662,,,,
2026-05-10,Jaden McDaniels,REB,4.5,OVER,5.9079999999999995,6.0,1.5,HIT,,0.656,,,,
2026-05-10,Julian Champagnie,REB+AST,6.5,OVER,8.436,8.0,1.5,HIT,,0.655,0.4545,2.04,,
2026-05-10,Dylan Harper,REB,3.5,OVER,4.556,7.0,3.5,HIT,,0.602,,,,
2026-05-10,Terrence Shannon Jr.,REB,2.5,OVER,3.2039999999999997,2.0,-0.5,MISS,⚠MINS-VOL,0.584,0.4877,1.9132,,
2026-05-10,Keldon Johnson,REB,3.5,OVER,4.468,3.0,-0.5,MISS,⚠BENCH DvP+1.13,0.581,,,,
2026-05-10,Julian Champagnie,REB,4.5,OVER,6.612,5.0,0.5,HIT,⚠SUSP-47% DvP+1.13,0.56,,,,
2026-05-10,Terrence Shannon Jr.,PTS,8.5,OVER,14.484,8.0,-0.5,MISS,⚠SUSP-70% ⚠MINS-VOL ★STRONG,0.5,0.5,1.8772,,
2026-05-10,Devin Vassell,REB,4.0,OVER,5.76,1.0,-3.0,MISS,⚠SUSP-44% DvP+1.13 ★STRONG,0.5,0.418,2.2,,
2026-05-10,Naz Reid,AST,1.5,OVER,2.116,4.0,2.5,HIT,⚠SUSP-41% LOW-LINE,0.5,0.5923,1.6098,,
2026-05-10,Rudy Gobert,AST,1.5,OVER,2.4680000000000004,4.0,2.5,HIT,⚠SUSP-64% LOW-LINE ★STRONG,0.5,,,,
2026-05-11,Donovan Mitchell,AST,4.5,UNDER,3.268,2.0,2.5,HIT,★STRONG,0.925,,,,
2026-05-11,Shai Gilgeous-Alexander,REB,4.5,UNDER,3.268,1.0,3.5,HIT,DvP-0.88 ★STRONG,0.856,0.5833,1.625,,
2026-05-11,Max Strus,REB,3.5,OVER,4.82,4.0,0.5,HIT,,0.79,0.5869,1.6173,,
2026-05-11,Rui Hachimura,3PM,2.5,OVER,3.468,4.0,1.5,HIT,,0.771,,,,
2026-05-11,Ajay Mitchell,REB+AST,7.5,OVER,9.524,7.0,-0.5,MISS,,0.741,,,,
2026-05-11,Austin Reaves,REB,4.5,UNDER,3.708,7.0,-2.5,MISS,★STRONG,0.722,,,,
2026-05-11,LeBron James,AST,7.5,OVER,8.644,3.0,-4.5,MISS,,0.719,,,,
2026-05-11,Ajay Mitchell,AST,4.5,OVER,5.9079999999999995,4.0,-0.5,MISS,,0.707,,,,
2026-05-11,Tobias Harris,PTS+AST,20.5,OVER,23.052,21.0,0.5,HIT,★STRONG,0.706,0.4776,1.9524,,
2026-05-11,Tobias Harris,AST,1.5,UNDER,1.236,5.0,-3.5,MISS,LOW-LINE,0.691,0.2066,,,
2026-05-11,Alex Caruso,REB,2.5,OVER,3.116,4.0,1.5,HIT,DvP-0.88,0.683,,,,
2026-05-11,Duncan Robinson,PRA,16.5,OVER,19.228,6.0,-10.5,MISS,★STRONG,0.645,,,,
2026-05-11,Duncan Robinson,3PM,2.5,OVER,3.644,1.0,-1.5,MISS,⚠SUSP-46% DvP+1.12 ★STRONG,0.632,,,,
2026-05-11,Evan Mobley,AST,3.5,OVER,3.852,5.0,1.5,HIT,DvP+1.13,0.63,,,,
2026-05-11,Rui Hachimura,AST,1.5,OVER,1.94,2.0,0.5,HIT,LOW-LINE,0.63,,,,
2026-05-11,Cade Cunningham,REB+AST,14.5,OVER,16.084,9.0,-5.5,MISS,,0.629,,,,
2026-05-11,Cason Wallace,PRA,11.5,OVER,13.788,5.0,-6.5,MISS,★STRONG,0.628,0.5,1.8772,,
2026-05-11,Luguentz Dort,3PM,1.5,OVER,1.94,2.0,0.5,HIT,LOW-LINE DvP+1.14,0.625,,,,
2026-05-11,Marcus Smart,REB+AST,7.5,OVER,8.556,5.0,-2.5,MISS,,0.622,0.4393,2.1,,
2026-05-11,Daniss Jenkins,AST,3.5,OVER,3.852,3.0,-0.5,MISS,⚠MINS-VOL,0.619,0.6148,1.5495,,
2026-05-11,Daniss Jenkins,PTS,9.5,UNDER,7.739999999999999,2.0,7.5,HIT,⚠MINS-VOL,0.608,,,,
2026-05-11,Deandre Ayton,REB+AST,8.5,OVER,9.996,4.0,-4.5,MISS,★STRONG,0.605,0.5495,1.7143,,
2026-05-11,Ausar Thompson,AST,3.0,OVER,3.967999999999999,1.0,-2.0,MISS,,0.59,0.3961,2.32,,
2026-05-11,Luke Kennard,REB,2.5,OVER,3.028,2.0,-0.5,MISS,★STRONG,0.575,,,,
2026-05-11,Cade Cunningham,REB,5.5,OVER,6.292000000000001,3.0,-2.5,MISS,,0.573,,,,
2026-05-11,James Harden,REB,4.5,OVER,5.1160000000000005,0.0,-4.5,MISS,,0.561,,,,
2026-05-11,Dean Wade,PRA,8.0,OVER,8.879999999999999,5.0,-3.0,MISS,LO-USG ★STRONG,0.549,0.5476,1.7246,,
2026-05-11,Cason Wallace,AST,1.5,OVER,2.3800000000000003,0.0,-1.5,MISS,⚠SUSP-59% LOW-LINE ★STRONG,0.544,,,,
2026-05-11,Deandre Ayton,AST,0.5,OVER,0.6759999999999999,1.0,0.5,HIT,LOW-LINE,0.535,0.5079,1.8475,,
2026-05-11,Dean Wade,PTS,3.5,OVER,4.9079999999999995,0.0,-3.5,MISS,⚠SUSP-40% LO-USG ★STRONG,0.5,0.4841,1.9434,,
2026-05-11,Jaylon Tyson,3PM,0.5,OVER,0.94,0.0,-0.5,MISS,⚠SUSP-88% ⚠BENCH LOW-LINE,0.5,0.6345,1.5063,,
2026-05-11,Marcus Smart,AST,3.5,OVER,4.996,3.0,-0.5,MISS,⚠SUSP-43%,0.5,,,,
2026-05-11,Isaiah Joe,PTS,5.5,OVER,8.315999999999999,0.0,-5.5,MISS,⚠SUSP-51% ⚠BENCH,0.5,0.5248,1.8,,
2026-05-11,Luguentz Dort,AST,0.5,OVER,1.38,0.0,-0.5,MISS,⚠SUSP-176% LOW-LINE,0.5,,,,
2026-05-12,Anthony Edwards,AST,4.5,UNDER,3.004,2.0,2.5,HIT,⚠MINS-VOL ★STRONG,0.836,,,,
2026-05-12,Devin Vassell,AST,2.5,OVER,2.94,2.0,-0.5,MISS,BLW-2m,0.769,,,,
2026-05-12,Naz Reid,AST,2.5,UNDER,2.06,2.0,0.5,HIT,,0.747,,,,
2026-05-12,Victor Wembanyama,AST,3.5,UNDER,2.62,5.0,-1.5,MISS,⚠MINS-VOL ★STRONG,0.746,0.5922,1.6061,,
2026-05-12,Dylan Harper,AST,3.5,UNDER,2.884,2.0,1.5,HIT,DvP+1.12 ★STRONG,0.735,,,,
2026-05-12,Rudy Gobert,REB,9.5,OVER,10.556,5.0,-4.5,MISS,,0.658,,,,
2026-05-12,Julian Champagnie,REB,4.5,OVER,5.644,4.0,-0.5,MISS,BLW-2m,0.646,,,,
2026-05-12,Julius Randle,REB,6.5,OVER,7.204,10.0,3.5,HIT,,0.646,,,,
2026-05-12,Dylan Harper,REB,3.5,OVER,4.732,10.0,6.5,HIT,,0.64,,,,
2026-05-12,Keldon Johnson,REB,3.5,OVER,4.38,2.0,-1.5,MISS,⚠BENCH,0.565,,,,
2026-05-12,Terrence Shannon Jr.,REB,2.5,OVER,2.94,0.0,-2.5,MISS,⚠MINS-VOL,0.522,0.4184,2.2,,
2026-05-12,Mike Conley,PTS,2.5,OVER,5.667999999999999,5.0,2.5,HIT,⚠SUSP-127% ⚠BENCH ⚠MINS-VOL LO-USG ★STRONG,0.5,0.4785,1.9615,,
2026-05-12,Terrence Shannon Jr.,PTS,7.0,OVER,12.632,2.0,-5.0,MISS,⚠SUSP-80% ⚠MINS-VOL ★STRONG,0.5,,,,
2026-05-12,Luke Kornet,REB,3.5,OVER,4.9079999999999995,0.0,-3.5,MISS,⚠SUSP-40% ⚠BENCH ⚠MINS-VOL,0.5,,,,
2026-05-12,Rudy Gobert,AST,1.5,OVER,2.4680000000000004,0.0,-1.5,MISS,⚠SUSP-64% LOW-LINE ★STRONG,0.5,,,,
2026-05-12,Anthony Edwards,AST,4.5,UNDER,3.004,2.0,2.5,HIT,⚠MINS-VOL ★STRONG,0.836,,,,
2026-05-12,Devin Vassell,AST,2.5,OVER,2.94,2.0,-0.5,MISS,BLW-2m,0.769,,,,
2026-05-12,Naz Reid,AST,2.5,UNDER,2.06,2.0,0.5,HIT,,0.747,,,,
2026-05-12,Victor Wembanyama,AST,3.5,UNDER,2.62,5.0,-1.5,MISS,⚠MINS-VOL ★STRONG,0.746,0.5922,1.6061,,
2026-05-12,Dylan Harper,AST,3.5,UNDER,2.884,2.0,1.5,HIT,DvP+1.12 ★STRONG,0.735,,,,
2026-05-12,Rudy Gobert,REB,9.5,OVER,10.556,5.0,-4.5,MISS,,0.658,,,,
2026-05-12,Julian Champagnie,REB,4.5,OVER,5.644,4.0,-0.5,MISS,BLW-2m,0.646,,,,
2026-05-12,Julius Randle,REB,6.5,OVER,7.204,10.0,3.5,HIT,,0.646,,,,
2026-05-12,Dylan Harper,REB,3.5,OVER,4.732,10.0,6.5,HIT,,0.64,,,,
2026-05-12,Keldon Johnson,REB,3.5,OVER,4.38,2.0,-1.5,MISS,⚠BENCH,0.565,,,,
2026-05-12,Terrence Shannon Jr.,REB,2.5,OVER,2.94,0.0,-2.5,MISS,⚠MINS-VOL,0.522,0.4184,2.2,,
2026-05-12,Mike Conley,PTS,2.5,OVER,5.667999999999999,5.0,2.5,HIT,⚠SUSP-127% ⚠BENCH ⚠MINS-VOL LO-USG ★STRONG,0.5,0.4785,1.9615,,
2026-05-12,Terrence Shannon Jr.,PTS,7.0,OVER,12.632,2.0,-5.0,MISS,⚠SUSP-80% ⚠MINS-VOL ★STRONG,0.5,,,,
2026-05-12,Luke Kornet,REB,3.5,OVER,4.9079999999999995,0.0,-3.5,MISS,⚠SUSP-40% ⚠BENCH ⚠MINS-VOL,0.5,,,,
2026-05-12,Rudy Gobert,AST,1.5,OVER,2.4680000000000004,0.0,-1.5,MISS,⚠SUSP-64% LOW-LINE ★STRONG,0.5,,,,
